标题,totalStarIcon1,resource_date
非常美的地方，天人合一，名不虚传，可惜没在周庄住一宿，不然感觉肯定会更好,5分,2019-07-15
来这里的旅行记大家晚上去看一下当地的特色表演。感受一下烟雨江南之水乡。整个演出还真的是非常的棒，表演气势磅礴，特别值得去那里看看的。,5分,2019-05-26
周庄是个不错的地方呢，特别是夜里的灯光秀和小酒馆的歌声，都十分十分迷人,5分,2020-08-30
景色不错，体验很好，值得推荐，,4分,2020-08-16
体验很好，值得推荐，景色不错，,5分,2020-08-16
非常值得一看的中国第一水乡，文化底蕴深厚，几千年历史积淀，风光无限好！,5分,2020-05-07
很多网红来这里打卡哦！赞赞赞哒,5分,2020-01-26
"还是很漂亮的，适合情侣慢慢的走走逛逛拍拍照片。夜景也很美。要体验一下坐船，感觉还不错。
商业化很重是真的，另外水也蛮脏的。但总体来说，还不错，值得一玩。",5分,2019-06-21
梦里水乡，文化底蕴丰畗，环境静美可人，家人去了都说好，是个不错的好地方,5分,2019-06-14
周庄是一个多桥的水乡古镇，水道四通八达，小船的摇橹声吱吱呀呀，沿岸是白墙黛瓦的民居、客栈、土特产商铺，节假日游人如织，踏着青石板路，漫步河边悠哉悠哉！,5分,2019-03-31
江南极富盛名的古镇，与同里齐名，好玩又有很多好吃的，家庭出游绝妙去处,5分,2020-04-14
周庄，值得去的江南古镇，好看的美景，好吃的江南小吃 ，有机会会再去一次,5分,2020-01-21
周庄古镇一直想来，挺好的选择不错不错！期待下次一定好好深度去好好玩！,5分,2019-08-19
景区夜景相当不错，里面有个纸箱王，带孩子玩儿不错，还可以吃个纸火锅！,5分,2019-04-23
周庄的美，最好在水的柔，最热闹是那一方小铺子，新奇新颖的小玩意儿。,5分,2020-05-15
周庄的山水甲天下 超喜欢周庄的古朴典雅的建筑 来到周庄让人心所向  情留恋,5分,2020-04-26
国庆出游，这里也是人，那里也是人，放眼望去全是人，到处都是人人人！,5分,2019-10-03
景点还可以，但是人太多，交通太差了，晚上七点多一点实在挤不动了，打算返回，从停车场入口到出口花了俩小时，全程堵车堵了四五个小时，希望交通可以改签.,4分,2019-09-14
周庄是典型的江南水乡，景色很好，建议在周庄住一晚，早上早点起，你会看到不一样的周庄。,5分,2020-08-16
周庄已经去过几趟了，现在疫情原因，人不多。并且一张门票可以游玩三天。可惜沈厅、怪楼、迷楼都在装修，没有开放。晚上的游船比较有特色。可以拼船出行。,5分,2020-08-10
演出很精彩，非常值得一看,5分,2020-08-05
"【景色】古色古香，水韵流长
【趣味】返古归真，游趣叠加
【性价比】值",5分,2020-07-31
典型江南的风景，烟雨江南真的很不错，值得来看看，号称第一水乡呢！,5分,2020-05-01
最美水乡！江南第一镇！有一种生活叫周庄！！！,5分,2020-04-18
美的无法形容，白天一般，夜景非常漂亮，十一期间人特别多，不虚此行,5分,2019-10-03
当时去住的是农家乐，农家乐的老板说其实周庄也就那个样，没有什么好玩的，因为我们是第1次去这种江南水乡，感受确实不一样，但是待久了可能也是那样，但是那里的情调，却跟我们北方有很大的区别。,4分,2019-07-01
中国第一古城，交通和配套已经非常成熟。高速商业化的一个地方，虽然景色不错，但是少了些原生态的乐趣。消费不低哦，不过还算合理。,4分,2019-04-20
人挺多的，江南水乡，直接刷码进去很方便，张庭和沈庭需要出示订单。,5分,2019-04-18
很不错哦 超级赞 特别夜景,5分,2020-07-20
当天订当天游，没考虑提前预约，赶上台风，人也不少。纸箱王体验一般，吃也一般，景区大树倒了几棵，可惜。天气不好，走马观花了，双桥也不确定哪个是~,4分,2019-09-09
雨中游周庄，人不多，景色美，古镇中的精品！,5分,2019-08-29
纸箱王国是儿子最爱，还有纸箱火车非常惊艳，纸箱餐厅什么都是纸箱做成的，创意非凡，里面的小店性价比超高，摇橹船江南风味，船夫唱唱小调，惬意非常！,5分,2019-08-18
"最差景点，没有之一。引导的停车场离景区要走半小时，良心不痛吗？景点算是景点吗，叫小买卖市场还差不多，和山塘街有区别吗？人家那是免费的。
现在看来，同里古镇真是良心古镇啊，还有不少风景和江南园林，周庄纯粹是低劣商品市场！性价比低，可玩性低，景色一般，",1分,2021-02-17
体验很好，景色不错，,4分,2020-07-19
有趣好玩，值得推荐，体验很好，景色不错，,5分,2020-06-02
还不错，风光秀丽，细雨绵绵，水乡风光无限。白墙灰瓦，鳞次栉比，小船穿梭其间，很有意境，双桥历史悠久，张厅历经五百多年风霜，感觉在时光隧道穿梭,5分,2020-01-11
五星好评，特别选在淡季过来，享受慢节奏。,5分,2019-12-01
景区很好，四季周庄表演很有特色，每个服务人员都很耐心，推荐赞,5分,2019-10-07
周庄是江南六大古镇之一，有中国第一水乡之誉，是国家首批5A景区。镇内多为明清建筑，有近百座古典宅院，60多个砖雕门楼，14座各具特色的古桥。,5分,2019-09-10
真心不错，古镇挺大的，慢慢走，慢慢逛真心不错，小桥流水人家，吃饭建议古镇小饭店要吃套餐，套餐真心划算，单点有点小贵，门票拍张照片认证一下可以自由出入古镇，有效期2天，非常人性化的服务，其他古镇都没有这样的服务。,4分,2019-08-24
周庄，著名江南古镇。小桥流水，亭台楼谢，诗意水乡，人杰地灵。,5分,2019-06-23
不错的江南水乡，但是商业气氛浓一点，停车场收费合理，一天4元,5分,2019-05-28
不错的小镇 喜欢 住的民宿 住的干净 吃的便宜,5分,2020-06-09
上海到周庄有直达的客车，两个小时左右，很方便，景色很美，不需此行，对于从小在北方长大的我来说，第一次领略江南水乡的旖旎风光，让人流连忘返。,5分,2019-12-05
早晨7点10左右就到了，停的比较靠近售票处，早去有车位真好啊，玩了3个小时左右，回酒店路上基本没堵车，国庆节出游不堵车不容易，建议早去景点,5分,2019-10-03
周庄因为陈逸飞先生的一幅画《双桥》而名声大噪，现在的周庄游客特别多，双桥拍照基本拍出来的都是集体照，想拍一个人的有点难度。小桥流水的周庄古镇很有江南水乡风情。,4分,2019-08-23
台风过后人不多，气温不高，美好无法形容,5分,2019-08-13
周庄去的时候天气不是很好，但是刚进周庄的时候周边全是水，特别喜欢这种感觉，周庄里边也不算特别大，但是风景确实挺好，而且很多地方特别有意境。,5分,2019-04-25
蛮好的，适合任何年纪的人，西塘的话适合小年轻，酒吧比较多,5分,2020-07-24
周庄古镇保存非常完好，只是商业氖围太浓，反而失却了本真。,5分,2020-06-30
江南水乡，很不错的地方，选择淡季来人比较少，很安静的感觉,5分,2020-06-23
周庄不愧是江南水乡的典型代表，感觉整体还是很漂亮的，不错,5分,2020-06-01
这里风景不错，可以约朋友一起出去玩。,5分,2020-05-10
"周庄~
苏州第一水乡~
的确非常的幽静~
小巷很长~
小河很美~",4分,2020-04-21
周庄的景色非常的迷人。可以说是中国古镇中最有特色的，水墨山水的景色。白天，夜里的景色都不一样。如果夜里住在周庄，一定要乘船夜游。太美了。,5分,2019-11-12
中国第一水乡—昆山周庄，中国水乡甲周庄，周庄水乡甲古镇！,5分,2019-09-04
中国第一水乡，名不虚传，但人也不少。,5分,2019-07-20
古镇不大，商业街人太多了就变得闹了，不过晚上的表演很不错，选了家景点偏内的住宿，临水而居还是能偷得一丝安静，放松一下,4分,2019-04-26
周末去这里，与世隔绝，享受美好人生,5分,2020-09-11
一昼一水乡 一夜一周庄 清涟的河水两旁 有优谧的街道和斑驳的民居 旖旎水乡泛舟而来,5分,2020-06-14
放松身心的好地方~豆花很美味~苏州的双面绣团扇也是让我爱不释手，入手4把，心满意足！周庄的夜景赏心悦目，店家也是热情好客~~愉快之旅！,4分,2020-06-13
周庄风景很好，适合夏季旅游。还可以坐船。是个旅游好景点,5分,2020-05-02
苏州市郊的一个传统江南古镇，和乌镇的风格大同小异。可以坐摇橹船，也可以品尝各类当地的小吃，很有意境。最好能在这里住上一晚，体验感更强。,5分,2019-11-08
非常值得一去！遗憾的是，没有在那过夜，没有好好欣赏夜景,5分,2019-10-26
第一水乡，5a景区，除了门票外，实在是有点名不符实啊，整体商业气氛太浓了，没有感觉到小桥流水，古墙粉黛，更加无法做到远离喧嚣，放空自我,5分,2019-10-21
江南水乡这里的风景还是非常不错的。小桥流水，还有很多非常传统的老房子，真的是让人感觉非常的怀旧。来这里度假休闲还是一个非常不错的选择。,5分,2019-10-01
去过周庄的人，一定不会忘记那里的小吃，虽然品种不是那么多，但每一种都是经过很多道工序，精心制作的，属于原生态的原汁原味的那种，非常棒。,5分,2019-09-01
周庄给我的第一感受就是到处的水、到处的桥、房屋构成了一幅典型的江南小桥流水人家。狭窄的河道、悠长的小巷、青青的小石桥、或泊或走的小船，如诗如画，让人心醉。,4分,2019-06-24
来周庄是十多年前了，那时民风淳朴,5分,2020-07-16
有江南第一古镇之称，开放的比较早，各种设施比较完善。,5分,2020-05-16
景色宜人，风景优美。尤其夜景特别漂亮，让人留恋忘返。,5分,2019-10-04
这个季节逛周庄很有感觉，春意盎然 小桥流水 就是有点热哈,5分,2019-07-31
古镇文化气息浓厚，有好吃的和好玩的，很舒适的一次出游,5分,2019-04-09
梦里水乡，美丽周庄。真正的江南美景，晚上的“四季周庄”表演也很吸引人。,5分,2020-08-10
真是太美了，典型的江南水乡的古镇风景，让人流连忘返,5分,2020-08-10
夜游很好的,5分,2020-08-05
到了苏州这个地方必定要去哈，错过会后悔并非常遗憾的,5分,2020-07-20
